;date;type;registration;operator;fatalities;location;country;cat;corrected_year
272;1935-12-10;SAVOIA-MARCHETTI S.73;OO-AGN;SABENA;11;TATSFIELD;U.K.;A1;1935
273;1935-12-10;POTEZ 62;F-ANPH;AIR FRANCE;0;NEAR AUXERRE;FRANCE;A1;1935
274;1935-12-24;FORD 5-AT-D TRI-MOTOR;NC433H;PANAGRA;4;LIMA;PERU;A1;1935
275;1935-12-31;SHORT S.8 CALCUTTA;G-AASJ;IMPERIAL AIRWAYS;12;NEAR ALEXANDRIA;EGYPT;A1;1935
276;1936-01-14;DOUGLAS DC-2-120;NC14274;AMERICAN AIRLINES;17;GOODWIN, AR;USA;A1;1936
277;1936-01-14;JUNKERS JU-52/3M;624;COLOMBIAN AF;13;NEAR TRES ESQUINAS AI...;COLOMBIA;A1;1936
278;1936-01-17;JUNKERS JU-52/3MCE;UNREG.;LAB;13;NEAR COCHABAMBA;BOLIVIA;A1;1936
279;1936-02-28;DOUGLAS DC-2-115B;HB-ITI;SWISSAIR;0;ZÃ¼RICH-DÃ¼BENDO...;SWITZERLAND;A1;1936
280;1936-03-05;FORD 5-AT-D TRI-MOTOR;27;CNAC;0;NEAR ZIGONG;CHINA;A1;1936
281;1936-03-16;JUNKERS JU-52/3M;OE-LAL;ÃLAG;0;SAUALPE;AUSTRIA;A1;1936
282;1936-03-26;FORD 5-AT-B TRI-MOTOR;X-ABCO;MEXICANA;14;NEAR AMECAMECA DE JUÃ...;MEXICO;A1;1936
283;1936-03-31;FORD 5-AT-D TRI-MOTOR;25;CNAC;0;NANKING AIRPORT ...;CHINA;A1;1936
284;1936-04-07;DOUGLAS DC-2-112;NC13721;TWA;12;NEAR FAIRCHANCE, PA;USA;A1;1936
285;1936-04-11;SIKORSKY S-42;NC824M;PAN AM;3;PORT OF SPAIN;TRINIDAD & TOBAGO;A2;1936
286;1936-04-17;JUNKERS JU-52/3M;D-ASOR;DEUTSCHE LUFTHANSA;3;ORVIN (ILFINGEN);SWITZERLAND;A1;1936
287;1936-04-20;DOUGLAS DC-2-115K;OK-AIA;CLS;0;NEAR ELBURG;NETHERLANDS;A1;1936
288;1936-05-08;LIORÃ©-ET-OLIVIER H.242/1;F-ANQG;AIR FRANCE;0;NEAR ALGERIAN COAST;MEDITERRANEAN SEA;A1;1936
289;1936-05-31;DOUGLAS DC-2-172;NC14979;TWA;0;NEAR CHICAGO MUNICIPA...;USA;A1;1936
291;1936-06-09;FOKKER F.XXII;SE-ABA;AB AEROTRANSPORT;2;MALMÃ¶-BULLTOFTA...;SWEDEN;A1;1936
292;1936-06-16;JUNKERS JU-52/3M;LN-DAE;DNL;7;MOUNT LIHESTEN, ...;NORWAY;A1;1936
293;1936-07-07;VICKERS VALENTIA;K3166;RAF;7;MERSA MATRUH AIR...;EGYPT;A1;1936
294;1936-07-09;CURTISS CONDOR 18;NC728K;CHAMBERLIN FLYING SERVICE;0;TERRE HAUTE-HULM...;USA;O1;1936
295;1936-07-20;JUNKERS JU-52/3M;UNREG.;GERMAN AF;2;OBERHOF;GERMANY;A1;1936
296;1936-07-26;JUNKERS G.38DI;D-AZUR;DEUTSCHE LUFTHANSA;0;DESSAU;GERMANY;A1;1936
297;1936-07-29;CURTISS T-32C CONDOR II;2;LAN CHILE;0;COPIAPÃ³ AIRPORT...;CHILE;A1;1936
298;1936-08-08;FORD 4-AT-B TRI-MOTOR;NC5811;PRIVATE;0;HUNDRED, WV;USA;A1;1936
299;1936-08-12;DH.86 EXPRESS;G-ADEB;BRITISH AIRWAYS;2;NEAR ALTENKIRCHEN;GERMANY;A1;1936
300;1936-08-13;CURTISS AT-32A CONDOR II;NC12392;AMERICAN AIRLINES;0;GLENDALE-GRAND C...;USA;A1;1936
301;1936-08-15;FOKKER F.XII;G-ADZI;AVIACIÃ³N NACIONAL;2;BIARRITZ PARME A...;FRANCE;A1;1936
302;1936-08-16;FOKKER F.XII;G-ADZK;AVIACIÃ³N NACIONAL;0;LA ROCHELLE-LAGO...;FRANCE;A1;1936
303;1936-08-22;SHORT S.17 KENT;G-ABFA;IMPERIAL AIRWAYS;2;MIRABELLA BAY, C...;GREECE;A1;1936
304;1936-09-15;DH.86A EXPRESS;G-ADYF;BRITISH AIRWAYS;3;LONDON-GATWICK A...;U.K.;A1;1936
305;1936-09-19;JUNKERS JU-52/3MFE;D-AJUX;DEUTSCHE LUFTHANSA;0;FRANKFURT;GERMANY;A1;1936
306;1936-09-24;CANT Z.506;I-RODI;ALA LITTORIA;9;NEAR BENGHAZI;LIBYA;A1;1936
307;1936-09-25;BOULTON PAUL P.71A;G-ACOX;IMPERIAL AIRWAYS;2;NEAR DUNGENESS;U.K.;A1;1936
308;1936-09-29;A.W. AW.15 ATALANTA;G-ABTK;IMPERIAL AIRWAYS;0;DELHI;INDIA;O1;1936
309;1936-10-10;DOUGLAS DC-2-118B;NC14273;PANAGRA;3;NEAR SAN JOSÃ© PINULA;GUATEMALA;A1;1936
310;1936-11-01;JUNKERS JU-52/3MGE;D-APOO;DEUTSCHE LUFTHANSA;10;NEAR TABARZ;GERMANY;A1;1936
311;1936-11-04;JUNKERS JU-52/3MGE;22-74;HISMA;0;NEAR MADRID;SPAIN;C1;1936
312;1936-11-05;JUNKERS JU-52/3M;UNREG.;HISMA;0;NEAR ALGORDON;SPAIN;C1;1936
313;1936-11-17;JUNKERS JU-52/3MGE;D-ASUI;DEUTSCHE LUFTHANSA;4;NEAR LAUF AN DER PEGNITZ;GERMANY;A1;1936
314;1936-11-19;FOKKER F.XII;G-AEOT;BRITISH AIRWAYS;2;POUND HILL, TILG...;U.K.;A1;1936
315;1936-11-25;JUNKERS JU-52/3M;UNREG.;HISMA;0;NEAR CUATRO VIENTOS;SPAIN;C1;1936
316;1936-11-28;JUNKERS JU-52/3M;D-ATAK;DEUTSCHE LUFTHANSA;0;NEAR HANNOVER;GERMANY;A1;1936
317;1936-12-03;JUNKERS JU-52/3M;D-ASIH;DEUTSCHE LUFTHANSA;6;LE GRAND-BORNAND;FRANCE;A1;1936
318;1936-12-08;JUNKERS JU-52/3M;22-78;CONDOR LEGION;4;NEAR SERRANILLOS, ÃVILA;SPAIN;A1;1936
319;1936-12-09;DOUGLAS DC-2-115E;PH-AKL;KLM;15;LONDON-CROYDON A...;U.K.;A1;1936
320;1936-12-16;FOKKER F.XII;45-6;AVIACIÃ³N NACIONAL;0;LEÃ³N AIRPORT;SPAIN;A1;1936
321;1936-12-19;DOUGLAS DC-2-112;NC13732;NORTH AMERICAN AVIATION, OP.FOR EASTERN AIR LINES;0;NEAR MILFORD, PA;USA;A1;1936
322;1936-12-25;DOUGLAS DC-2-118A;28;CNAC;0;CHENGTU;CHINA;A1;1936
323;1936-12-28;SHORT S.8 CALCUTTA;G-EBVG;IMPERIAL AIRWAYS;0;MIRABELLO BAY, C...;GREECE;O1;1936
324;1936-12-28;DOUGLAS DC-2-118B;24;CNAC;0;NEAR NANKING AIRPORT ...;CHINA;A2;1936
326;1937-01-03;JUNKERS JU-52/3M;22-96;HISMA;0;UNKNOWN;SPAIN;U1;1937
327;1937-01-20;FORD 5-AT-C TRI-MOTOR;NC422H;DEPONTI AVIATION COMPANY;0;SIOUX CITY, IA;USA;O1;1937
328;1937-01-26;SABCA SAVOIA-MARCHETTI S.73P;OO-AGR;SABENA;12;NEAR ORAN-ES SENIA AI...;ALGERIA;A1;1937
329;1937-02-09;DOUGLAS DC-3A-197;NC16073;UNITED AIRLINES;11;NEAR SAN FRANCISCO MU...;USA;A1;1937
330;1937-02-16;JUNKERS JU-52/3M;22-58;HISMA;0;JARAMA;SPAIN;C1;1937
331;1937-02-18;DOUGLAS DC-2-112;NC13734;EASTERN AIR LINES;0;ATLANTA MUNICIPA...;USA;A1;1937
332;1937-03-13;JUNKERS JU-52/3M;22-70;HISMA;0;GUADALAJARA;SPAIN;C1;1937
333;1937-03-16;DH.86 EXPRESS;G-ACVZ;IMPERIAL AIRWAYS;3;ELSDORF;GERMANY;A1;1937
334;1937-03-24;SHORT S.23 EMPIRE FLYING BOAT MK I;G-ADVA;IMPERIAL AIRWAYS;5;NEAR OUROUX;FRANCE;A1;1937
335;1937-03-25;DOUGLAS DC-2-112;NC13730;TWA;13;NEAR CLIFTON, PA;USA;A1;1937
338;1937-04-01;FORD 5-AT-C TRI-MOTOR;NC8410;STAR AIR SERVICE;0;LAKE SPENARD, AK;USA;A1;1937
339;1937-04-03;DOUGLAS DC-3-194B;PH-ALP;KLM;8;NEAR MCNARY, AZ;USA;A1;1937
340;1937-04-06;DOUGLAS DC-2-115M;EC-BFF;LAPE;0;SANTANDER-LA ALB...;SPAIN;C1;1937
341;1937-04-06;JUNKERS JU-52/3MG3E;33+K39;GERMAN AF;0;LIEGNITZ;GERMANY;A1;1937
342;1937-05-07;DOUGLAS C-33 (DC-2);36-81;USAAC;0;NEAR CLAY SPRINGS, AZ;USA;A1;1937
343;1937-05-29;FORD 4-AT-B TRI-MOTOR;NC8404;PRIVATE;0;BELLEVILLE, IL;USA;A1;1937
344;1937-05-31;HANDLEY PAGE HP.42E;G-AAXE;IMPERIAL AIRWAYS;0;KARACHI;PAKISTAN;O1;1937
345;1937-06-02;SIKORSKY S-43;NO. 2;CHILEAN AF;9;NEAR ANCUD;CHILE;A1;1937
346;1937-06-16;JUNKERS JU-52/3MSAI;ZS-AKY;SOUTH AFRICAN AIRWAYS;1;JOHANNESBURG/GER...;SOUTH AFRICA;A1;1937
347;1937-07-26;JUNKERS JU-52/3M;22-66;HISMA;0;UNKNOWN;SPAIN;A1;1937
348;1937-07-28;DOUGLAS DC-2-115L;PH-ALF;KLM;15;NEAR BEERT;BELGIUM;A1;1937
349;1937-08-01;JUNKERS JU-52/3M;XVIII;EURASIA;0;KUNMING;CHINA;A1;1937
350;1937-08-02;SIKORSKY S-43B;NC15065;PANAGRA;14;NEAR CRISTÃ³BAL;PANAMA;A1;1937
351;1937-08-02;SAVOIA-MARCHETTI S.73;I-SUSA;ALA LITTORIA;9;WADI HALFA AIRPO...;SUDAN;A1;1937
352;1937-08-06;DOUGLAS DC-2-152;URSS-M25;AEROFLOT, INTERNATIONAL;6;NEAR HERINA, BISTRITA...;ROMANIA;A1;1937
353;1937-08-08;SIKORSKY S-43W;NC16930;CNAC;3;CHILANG POINT, B...;CHINA;A1;1937
354;1937-08-10;DOUGLAS DC-2-112;NC13739;EASTERN AIR LINES;4;DAYTONA BEACH MU...;USA;A1;1937
355;1937-08-14;JUNKERS JU-52/3M;22-51;HISMA;0;UNKNOWN;SPAIN;U1;1937
356;1937-08-21;FORD 5-AT-C TRI-MOTOR;NR9648;REPUBLIC OIL CO.;0;FAIRBANKS, AK;USA;A1;1937
357;1937-08-23;DOUGLAS DC-2-118A;NC14298;PANAGRA;3;NEAR SAN LUIS, SL;ARGENTINA;A1;1937
358;1937-09-14;JUNKERS JU-52/3M;22-61;HISMA;0;SARIÃ±ENA (HUESCA);SPAIN;C1;1937
359;1937-09-27;CURTISS T-32C CONDOR II;NC12364;PRIVATE;0;NEW YORK-FLOYD B...;USA;O1;1937
360;1937-09-27;CURTISS AT-32B CONDOR II;NC12394;AMERICAN AIRLINES;0;NEW YORK-FLOYD B...;USA;O1;1937
361;1937-09-27;CURTISS AT-32D CONDOR II;NC12397;AMERICAN AIRLINES;0;UNKNOWN;USA;O1;1937
362;1937-09-28;FORD 5-AT-B TRI-MOTOR;LG-AAE;TACA GUATEMALA;0;NEAR PUERTO CABEZAS;NICARAGUA;A1;1937
363;1937-10-01;SHORT S.23 EMPIRE FLYING BOAT MK I;G-ADVC;IMPERIAL AIRWAYS;3;FALIRO BAY;GREECE;A1;1937
364;1937-10-06;DOUGLAS DC-3-194B;PH-ALS;KLM;4;PALEMBANG-TALANG...;INDONESIA;A1;1937
365;1937-10-15;JUNKERS JU-52/3M;22-62;HISMA;0;UNKNOWN;SPAIN;U1;1937
366;1937-10-17;DOUGLAS DC-3A-197;NC16074;UNITED AIRLINES;19;NEAR KNIGHT, WY;USA;A1;1937
367;1937-10-25;JUNKERS JU-52/3M;S2+PO;GERMAN AF;0;TUTOW;GERMANY;A1;1937
368;1937-10-27;DEWOITINE D.333;F-ANQA;AIR FRANCE;6;NEAR EL JADIDA;MOROCCO;A1;1937
369;1937-11-16;JUNKERS JU-52/3MGE;OO-AUB;SABENA;11;NEAR STENE AIRFIELD;BELGIUM;A1;1937
370;1937-11-23;DOUGLAS DC-2-115D;SP-ASJ;LOT;6;PIRIN MOUNTAINS;BULGARIA;A1;1937
371;1937-11-26;JUNKERS JU-52/3MFE;D-AGAV;DEUTSCHE LUFTHANSA;3;LONDON-CROYDON A...;U.K.;A1;1937
373;1937-12-03;JUNKERS JU-52/3MTE;D-AXAT;DEUTSCHE LUFTHANSA;1;MÃ¼NCHEN;GERMANY;A1;1937
374;1937-12-05;SHORT S.23 EMPIRE FLYING BOAT MK I;G-ADUZ;IMPERIAL AIRWAYS;2;BRINDISI;ITALY;A1;1937
375;1937-12-08;POTEZ 621;F-AOTZ;AIR FRANCE;2;NEAR SAINT-SAUVEUR;FRANCE;A1;1937
376;1937-12-15;JUNKERS JU-52/3MCE;CB-18;LAB;8;NEAR SORATA;BOLIVIA;A1;1937
377;1938-01-04;JUNKERS JU-52/3MTE;D-ABUR;DEUTSCHE LUFTHANSA;6;NEAR FRANKFURT;GERMANY;A1;1938
378;1938-01-10;LOCKHEED 14-H SUPER ELECTRA;NC17388;NORTHWEST AIRLINES;10;NEAR BOZEMAN, MT;USA;A1;1938
379;1938-01-11;SIKORSKY S-42B;NC16734;PAN AM;7;NEAR PAGO PAGO, AMERI...;PACIFIC OCEAN;A1;1938
380;1938-01-13;JUNKERS JU-52/3M;UNREG.;AVIACIÃ³N NACIONAL;0;BARCELONA;SPAIN;A1;1938
381;1938-02-02;CONSOLIDATED PBY-2 CATALINA;0463;US NAVY;3;NEAR SAN CLEMENTE ISL...;USA;A1;1938
382;1938-02-02;CONSOLIDATED PBY-2 CATALINA;0462;US NAVY;7;NEAR SAN CLEMENTE ISL...;USA;A1;1938
383;1938-02-07;JUNKERS JU-90V1;D-AALU;JUNKERS;1;DESSAU;GERMANY;A1;1938
384;1938-02-09;LIORÃ©-ET-OLIVIER H.242/1;F-ANPB;AIR FRANCE;7;ÃTANG DE BERRE;FRANCE;A1;1938
385;1938-02-13;CANT Z.506;I-ORIA;ALA LITTORIA;14;NEAR SARDINIA, ITALY;MEDITERRANEAN SEA;A1;1938
386;1938-02-22;JUNKERS JU-52/3MGE;D-APAR;DEUTSCHE LUFTHANSA;3;NEAR PONTOISE;FRANCE;A1;1938
388;1938-03-01;DOUGLAS DC-2-112;NC13789;TWA;9;NEAR WAWONA, CA;USA;A1;1938
389;1938-03-07;POTEZ 62;F-ANQR;AIR FRANCE;7;DATIA, MADHYA PR...;INDIA;A1;1938
390;1938-03-17;TUPOLEV G-2;CCCP-N210;POLYARNAYA AVIATSIYA;0;BUHKTA TEPLITS;RUSSIA;A1;1938
391;1938-03-23;DEWOITINE D.338;F-AQBB;AIR FRANCE;8;FRENCH PYRÃ©NÃ©ES;FRANCE;A1;1938
392;1938-03-28;WM FOKKER F.VIIIB;HA-FND;MALERT;0;NEAR NYÃ­REGYHÃ¡ZA;HUNGARY;A1;1938
393;1938-03-30;JUNKERS JU-52/3M;I-BEZI;ALA LITTORIA;0;NEAR VENEZIA LIDO AIR...;ITALY;A1;1938
394;1938-04-25;SIKORSKY S-43B;NC16932;PAN AM;0;NEAR KINGSTON;JAMAICA;A1;1938
395;1938-04-30;SAVOIA-MARCHETTI S.73;I-MEDA;ALA LITTORIA;19;MARANOLA, FORMIA;ITALY;A1;1938
396;1938-05-10;FORD 5-AT-C TRI-MOTOR;2;LAN CHILE;0;CHEPIQUILLA AIRF...;CHILE;A1;1938
397;1938-05-13;FORD 5-AT-DS TRI-MOTOR;C-60;SCADTA;0;NEAR QUIBDÃ³;COLOMBIA;A1;1938
398;1938-05-16;LOCKHEED 14-H2 SUPER ELECTRA;NC17394;NORTHWEST AIRLINES;9;NEAR SAUGUS, CA;USA;A1;1938
399;1938-05-22;CURTISS T-32C CONDOR II;1;LAN CHILE;0;DOMEYKO;CHILE;A1;1938
400;1938-05-22;JUNKERS JU-52/3MGE;PP-CBC;SYNDICATO CONDOR;6;SANTOS AIRPORT, ...;BRAZIL;A1;1938
401;1938-05-24;DOUGLAS DST-A-207A (DC-3);NC18108;UNITED AIRLINES;10;NEAR CLEVELAND MUNICI...;USA;A1;1938
402;1938-06-19;DOUGLAS DC-2-118A;NC14272;PANAGRA;4;MT MERCEDARIO;CHILE;A1;1938
403;1938-06-26;JUNKERS JU-52/3MGE;OA-HHB;DEUTSCHE LUFTHANSA SUCURSAL PERÃº;7;CERRO CHILLIGUA;PERU;A1;1938
404;1938-07-02;CURTISS YC-30 CONDOR II;33-321;USAAC;0;MAXWELL FIELD, M...;USA;A1;1938
405;1938-07-08;LOCKHEED 14-H SUPER ELECTRA;NC17383;NORTHWEST AIRLINES;1;BILLINGS MUNICIP...;USA;A1;1938
406;1938-07-14;SAVOIA-MARCHETTI S-66;I-VOLO;ALA LITTORIA;20;NEAR TERRANOVA, SARDI...;MEDITERRANEAN SEA;A1;1938
407;1938-07-15;DOUGLAS DC-3-228;NC18114;PAN AM;1;MORÃ³N, BA;ARGENTINA;A1;1938
408;1938-07-16;JUNKERS JU-52/3MGE;XXI;EURASIA;0;WUHAN (HANKOW);CHINA;A1;1938
409;1938-07-22;LOCKHEED 14-H SUPER ELECTRA;SP-BNG;LOT;14;NEGRILEASA, STUL...;ROMANIA;A1;1938
410;1938-07-27;A.W. AW.15 ATALANTA;G-ABTG;IMPERIAL AIRWAYS;4;NEAR KISUMU;KENYA;A1;1938
411;1938-07-28;MARTIN M-130;NC14714;PAN AM;15;NEAR MANILA, PHILIPPINES;PACIFIC OCEAN;A1;1938
412;1938-08-10;WM FOKKER F.VIIIB;HA-FNC;MALERT;12;NEAR DEBRECEN AIRPORT...;HUNGARY;A1;1938
413;1938-08-11;FORD 5-AT-C TRI-MOTOR;NC8413;PRIVATE;0;MANKATO, MN;USA;O1;1938
414;1938-08-13;SAVOIA-MARCHETTI S.73;OK-BAG;CSA;17;OBERKIRCH;GERMANY;A1;1938
415;1938-08-15;JUNKERS JU-52/3MFE;PP-CAT;SYNDICATO CONDOR;9;GUANABARA BAY;BRAZIL;A1;1938
416;1938-08-18;LOCKHEED 14-H SUPER ELECTRA;SP-BNJ;LOT;0;BUCHAREST-BANEAS...;ROMANIA;A1;1938
417;1938-08-18;MACCHI M.C.94-II;I-NILO;MACCHI;13;MORNAGO (VARESE);ITALY;A1;1938
418;1938-08-20;JUNKERS JU-52/3M;UNREG.;AVIACIÃ³N NACIONAL;0;UNKNOWN;SPAIN;A1;1938
419;1938-08-24;DOUGLAS DC-2-221;32;CNAC;14;WANGMOON;CHINA;C2;1938
420;1938-09-03;FORD 5-AT-D TRI-MOTOR;NC435H;JOHNSON FLYING SERVICE;0;BIG PRAIRIE, MT;USA;A1;1938
421;1938-09-07;CANT Z.506C;I-DENO;ALA LITTORIA;0;MELILLA;SPAIN;A1;1938
422;1938-09-20;SHORT SUNDERLAND I;L2162;RAF;2;ANGLE BAY, MILFO...;U.K.;A1;1938
423;1938-09-29;JUNKERS JU-52/3M;D-AMOK;GERMAN AF;1;FRANKFURT RHEIN-...;GERMANY;A1;1938
424;1938-10-01;JUNKERS JU-52/3MTE;D-AVFB;DEUTSCHE LUFTHANSA;13;GRISONS (GRAUBÃ¼...;SWITZERLAND;A1;1938
425;1938-10-01;JUNKERS G.24;PP-CAB;SYNDICATO CONDOR;0;CORURIPE, AL;BRAZIL;A1;1938
426;1938-10-10;SABCA SAVOIA-MARCHETTI S.73P;OO-AGT;SABENA;20;SOEST;GERMANY;A1;1938
427;1938-10-18;DOUGLAS DC-2-112;NC13735;EASTERN AIR LINES;0;NEAR MONTGOMERY MUNIC...;USA;A1;1938
428;1938-10-20;FORD 4-AT-B TRI-MOTOR;NC7865;PRIVATE;1;POWELLSVILLE, NC;USA;A1;1938
429;1938-10-25;DOUGLAS DC-2-210;VH-UYC;ANA;18;MT DANDENONG, VIC;AUSTRALIA;A1;1938
430;1938-11-04;DH.86 EXPRESS;G-ACZN;JERSEY AIRWAYS;14;JERSEY-STATES AI...;U.K.;A1;1938
431;1938-11-10;DOUGLAS DC-3;J-BDO.;JAPAN AIR TRANSPORT;0;FUKUOKA;JAPAN;A1;1938
432;1938-11-14;DOUGLAS DC-3-194D;PH-ARY;KLM;6;AMSTERDAM-SCHIPH...;NETHERLANDS;A1;1938
433;1938-11-18;CONSOLIDATED PBY-2 CATALINA;0482;US NAVY;2;HONOLULU HARBOUR...;USA;A1;1938
434;1938-11-18;LOCKHEED 14-H2 SUPER ELECTRA;CF-TCL;TCAL;2;NEAR REGINA AIRPORT, ...;CANADA;A1;1938
435;1938-11-22;LOCKHEED 14-WF62 SUPER ELECTRA;G-AFGO;BRITISH AIRWAYS;2;WALTON BAY, SOME...;U.K.;A1;1938
436;1938-11-22;SAVOIA-MARCHETTI SM-75C;I-TUON;ALA LITTORIA;4;NEAR WINKLERN;AUSTRIA;A1;1938
437;1938-11-25;JUNKERS JU-52/3M;UNREG.;GERMAN AF;4;NEAR BAYREUTH;GERMANY;A1;1938
438;1938-11-26;JUNKERS JU-90V2;D-AIVI;DEUTSCHE LUFTHANSA;12;BATHURST (BANJUL);GAMBIA;A1;1938
439;1938-11-27;SHORT S.23 EMPIRE FLYING BOAT MK I;G-AETW;IMPERIAL AIRWAYS;4;LAKE HABBANIYAH;IRAQ;A1;1938
440;1938-11-29;DOUGLAS DC-3A-191;NC16066;UNITED AIRLINES;5;NEAR POINT REYES, CA;USA;A1;1938
441;1938-12-02;JUNKERS JU-52/3MTE;D-ANOY;DEUTSCHE LUFTHANSA;0;NEAR VIENNA;AUSTRIA;A1;1938
442;1938-12-03;DH.86 EXPRESS;G-ADCN;IMPERIAL AIRWAYS;0;BANGKOK;THAILAND;U1;1938
443;1938-12-06;FOCKE-WULF FW 200;D-ACON;DEUTSCHE LUFTHANSA;0;NEAR MANILA;PHILIPPINES;A1;1938
444;1938-12-08;NAKAJIMA/DOUGLAS DC-2;J-BBOH;IMPERIAL JAPANESE AIRWAYS;10;NEAR KERAMA ISLANDS;JAPAN;A1;1938
445;1938-12-09;LOCKHEED 14-WF62 SUPER ELECTRA;PH-APE;KLM;4;NEAR AMSTERDAM-SCHIPH...;NETHERLANDS;A1;1938
446;1938-12-10;LOCKHEED 14-WG3B SUPER ELECTRA;J-BDOB;IMPERIAL JAPANESE AIRWAYS;0;TSINGTAO (QUINGD...;CHINA;A1;1938
447;1938-12-11;JUNKERS JU-52/3MGE;HC-SAB;SEDTA;0;QUITO-COTOCOLLAO...;ECUADOR;A1;1938
448;1939-01-07;DOUGLAS DC-2-115B;HB-ITA;SWISSAIR;5;NEAR SENLIS;FRANCE;A1;1939
449;1939-01-13;LOCKHEED 14-H SUPER ELECTRA;NC17389;NORTHWEST AIRLINES;4;MILES CITY MUNIC...;USA;A1;1939
450;1939-01-13;JUNKERS JU-52/3MGE;PP-CAY;SYNDICATO CONDOR;10;RIO BONITO, RJ;BRAZIL;A1;1939
451;1939-01-13;FOKKER F.XVIII;VQ-PAF;COMMERCIAL AVIATION COMPANY;0;LYDDA AIRPORT (TLV);ISRAEL;A1;1939
452;1939-01-17;FORD 5-AT-.  TRI-MOTOR;C-63;SCADTA;4;NEAR SUMAPAZ;COLOMBIA;A1;1939
453;1939-01-18;LOCKHEED 14-H SUPER ELECTRA;VH-ABI;GUINEA AIRWAYS;4;NEAR KATHERINE-TINDAL...;AUSTRALIA;A1;1939
454;1939-01-21;SHORT S.23 EMPIRE FLYING BOAT MK II;G-ADUU;IMPERIAL AIRWAYS;3;NEAR PORT WASHINGTON,...;ATLANTIC OCEAN;A1;1939
455;1939-01-24;JUNKERS JU-52/3M;UNREG.;GERMAN AF;5;NEAR ARRENS;FRANCE;A1;1939
456;1939-01-27;POTEZ 62;F-ANPJ;AIR FRANCE;6;NEAR KÃ¶LN-BUTZWEILER...;GERMANY;A1;1939
457;1939-02-06;FOKKER F.XVIII;BF;SPANISH REPUBLICAN AF;0;VILAJUÃ¯GA AIRFIELD;SPAIN;O1;1939
458;1939-02-13;JUNKERS JU-52/3M;UNREG.;AVIACIÃ³N NACIONAL;0;NEAR CARTAGENA;SPAIN;A1;1939
459;1939-02-19;SIKORSKY S-42A;NC15376;PAN AM;0;SAN JUAN HARBOR;PUERTO RICO;A2;1939
460;1939-02-24;JUNKERS JU-52/3MGE;D-ALUS;REICHSLUFTFAHRTMINISTERIUM;12;TERMES RIBI, COM...;FRANCE;A1;1939
461;1939-03-02;FORD 6-AT-AS TRI-MOTOR;CF-BEP;YUKON SOUTHERN AIR TRANSPORT;0;VANCOUVER, BC;CANADA;O1;1939
462;1939-03-05;JUNKERS JU-52/3M;UNREG.;AVIACIÃ³N NACIONAL;0;UNKNOWN;SPAIN;A1;1939
463;1939-03-12;JUNKERS JU-52/3MGE;XXIII;EURASIA;4;NEAR WEINING;CHINA;A1;1939
464;1939-03-12;SHORT S.23 EMPIRE FLYING BOAT MK I;G-ADUY;IMPERIAL AIRWAYS, OP.FOR QANTAS EMPIRE AIRWAYS;0;TANDJONG, BATAVI...;INDONESIA;A1;1939
465;1939-03-14;JUNKERS JU-52/3MGE;OO-AUA;SABENA;3;SINT-STEVENS-WOLUWE;BELGIUM;A1;1939
466;1939-03-18;BOEING S.307 STRATOLINER;NX19901;BOEING;10;NEAR ALDER, WA;USA;A1;1939
467;1939-03-26;DOUGLAS DC-2-112;NC13727;BRANIFF AIRWAYS;8;OKLAHOMA CITY MU...;USA;A1;1939
468;1939-03-29;JUNKERS JU-52/3MGE;M-CABD;IBERIA;0;CABEZABELLOSA, C...;SPAIN;A1;1939
471;1939-04-15;FORD 5-AT-C TRI-MOTOR;NC8411;SOUTH AMERICAN GULF OIL CO.;2;NEAR EL CARMEN, SANTA...;COLOMBIA;A1;1939
472;1939-04-24;JUNKERS JU-52/3M;UNREG.;GERMAN AF;0;GROÃER ARBERSEE;GERMANY;A1;1939
473;1939-04-29;JUNKERS JU-52/3M;UNREG.;GERMAN AF;5;NEAR BOLLSTADT/AMERDI...;GERMANY;A1;1939
475;1939-05-01;SHORT S.23 EMPIRE FLYING BOAT MK I;G-ADVD;IMPERIAL AIRWAYS;2;LUMBO LAGOON, IL...;MOZAMBIQUE;A1;1939
476;1939-05-02;DEWOITINE D.338;F-ARIC;AIR FRANCE;9;NEAR ARGANA;MOROCCO;A1;1939
477;1939-05-03;CONSOLIDATED PBY-4 CATALINA;1234;US NAVY;0;SAN DIEGO-NORTH ...;USA;A1;1939
478;1939-05-06;JUNKERS JU-52/3M;XVII;EURASIA;0;HANCHUNG (HANZHO...;CHINA;C1;1939
479;1939-05-17;LOCKHEED 14-WG3B SUPER ELECTRA;J-BCOZ;IMPERIAL JAPANESE AIRWAYS;6;FUKUOKA DAI-1 AI...;JAPAN;A1;1939
481;1939-06-01;A.W. AW.15 ATALANTA;G-ABTH;IMPERIAL AIRWAYS;0;ALEXANDRIA;EGYPT;A1;1939
482;1939-06-05;SHORT SUNDERLAND I;L5801;RAF;4;JOHORE STRAITS;SINGAPORE;A1;1939
483;1939-06-06;DOUGLAS DC-2-115E;PH-AKN;KLM;1;AMSTERDAM-SCHIPH...;NETHERLANDS;A2;1939
484;1939-06-12;SHORT S.23 EMPIRE FLYING BOAT MK I;G-ADVE;IMPERIAL AIRWAYS;0;CALCUTTA;INDIA;A1;1939
485;1939-06-19;SHORT S.30 EMPIRE FLYING BOAT;G-AFCW;IMPERIAL AIRWAYS;0;HYTHE;ATLANTIC OCEAN;O1;1939
